Title,Organization,Skills,Ratings,Review counts,Level,Pro,Dure,Combined_Text
"Application of AI, InsurTech, and Real Estate Technology",University of Pennsylvania,"[' FinTech', ' Applied Machine Learning', ' Finance', ' Financial Analysis', ' Human Learning', ' Innovation', ' Machine Learning', ' Machine Learning Algorithms', ' Machine Learning Software', ' Product Strategy', ' BlockChain']",4.6,490,Mixed ,· Course ,· 1 - 4 Weeks,"Application of AI, InsurTech, and Real Estate Technology  FinTech, Applied Machine Learning, Finance, Financial Analysis, Human Learning, Innovation, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Product Strategy, BlockChain University of Pennsylvania"
"Lending, Crowdfunding, and Modern Investing",University of Pennsylvania,"[' FinTech', ' Finance', ' Innovation', ' Entrepreneurial Finance', ' Financial Management', ' General Statistics', ' Investment Management', ' Risk Management', ' Securities Trading']",4.6,533,Beginner ,· Course ,· 1 - 4 Weeks,"Lending, Crowdfunding, and Modern Investing  FinTech, Finance, Innovation, Entrepreneurial Finance, Financial Management, General Statistics, Investment Management, Risk Management, Securities Trading University of Pennsylvania"
Blockchain Revolution,INSEAD,"[' BlockChain', ' Finance', ' FinTech', ' Innovation', ' Cryptography', ' Strategy and Operations', ' System Security', ' Distributed Computing Architecture', ' Leadership and Management', ' Contract Management', ' Entrepreneurship', ' Network Model', ' Network Security', ' Regulations and Compliance', ' Research and Design', ' Strategy', ' Human Resources', ' Risk Management', ' Software Security', ' Recruitment']",4.7,2900,Beginner ,· Specialization ,· 3 - 6 Months,"Blockchain Revolution  BlockChain, Finance, FinTech, Innovation, Cryptography, Strategy and Operations, System Security, Distributed Computing Architecture, Leadership and Management, Contract Management, Entrepreneurship, Network Model, Network Security, Regulations and Compliance, Research and Design, Strategy, Human Resources, Risk Management, Software Security, Recruitment INSEAD"
Blockchain Revolution in Financial Services,INSEAD,"[' BlockChain', ' Finance', ' Cryptography', ' FinTech', ' Business Transformation', ' Innovation', ' Distributed Computing Architecture', ' Payments', ' Leadership and Management', ' System Security', ' Network Security', ' Accounting', ' Banking', ' Business Process Management', ' Contract Management', ' Financial Accounting', ' Financial Management', ' Problem Solving', ' Security Strategy']",4.7,934,Beginner ,· Specialization ,· 3 - 6 Months,"Blockchain Revolution in Financial Services  BlockChain, Finance, Cryptography, FinTech, Business Transformation, Innovation, Distributed Computing Architecture, Payments, Leadership and Management, System Security, Network Security, Accounting, Banking, Business Process Management, Contract Management, Financial Accounting, Financial Management, Problem Solving, Security Strategy INSEAD"
Building Fintech Startups in Emerging Markets,University of Cape Town,"[' Business Development', ' Entrepreneurship', ' FinTech']",4.7,30,Beginner ,· Course ,· 1 - 4 Weeks,"Building Fintech Startups in Emerging Markets  Business Development, Entrepreneurship, FinTech University of Cape Town"
Entrepreneurial Finance: Strategy and Innovation,Duke University,"[' Finance', ' Entrepreneurial Finance', ' Risk Management', ' Probability & Statistics', ' R Programming', ' Entrepreneurship', ' Data Analysis', ' Investment Management', ' Statistical Analysis', ' Statistical Programming', ' Financial Analysis', ' Leadership and Management', ' BlockChain', ' Cryptography', ' FinTech', ' Statistical Tests', ' Financial Management', ' Algorithms', ' Innovation', ' System Security', ' Microsoft Excel']",4.5,1300,Intermediate ,· Specialization ,· 3 - 6 Months,"Entrepreneurial Finance: Strategy and Innovation  Finance, Entrepreneurial Finance, Risk Management, Probability & Statistics, R Programming, Entrepreneurship, Data Analysis, Investment Management, Statistical Analysis, Statistical Programming, Financial Analysis, Leadership and Management, BlockChain, Cryptography, FinTech, Statistical Tests, Financial Management, Algorithms, Innovation, System Security, Microsoft Excel Duke University"
Decentralized Finance (DeFi) Opportunities and Risks,Duke University,"[' BlockChain', ' FinTech', ' Finance', ' Cyberattacks', ' Risk Management', ' Security Engineering']",4.9,242,Intermediate ,· Course ,· 1 - 3 Months,"Decentralized Finance (DeFi) Opportunities and Risks  BlockChain, FinTech, Finance, Cyberattacks, Risk Management, Security Engineering Duke University"
Decentralized Finance (DeFi) Infrastructure,Duke University,"[' BlockChain', ' Cryptography', ' FinTech', ' Finance', ' Algorithms', ' Banking', ' Payments', ' Innovation', ' Regulations and Compliance', ' Risk Management']",4.8,1300,Beginner ,· Course ,· 1 - 4 Weeks,"Decentralized Finance (DeFi) Infrastructure  BlockChain, Cryptography, FinTech, Finance, Algorithms, Banking, Payments, Innovation, Regulations and Compliance, Risk Management Duke University"
Blockchain Business Models,Duke University,"[' BlockChain', ' Cryptography', ' Finance', ' Entrepreneurial Finance', ' FinTech', ' Algorithms', ' Innovation', ' System Security']",4.7,349,Intermediate ,· Course ,· 1 - 3 Months,"Blockchain Business Models  BlockChain, Cryptography, Finance, Entrepreneurial Finance, FinTech, Algorithms, Innovation, System Security Duke University"
Introduction to Blockchain for Financial Services,INSEAD,"[' BlockChain', ' Cryptography', ' Finance', ' Distributed Computing Architecture', ' Innovation', ' Network Security', ' Business Transformation', ' FinTech', ' Problem Solving', ' Security Strategy']",4.7,631,Beginner ,· Course ,· 1 - 3 Months,"Introduction to Blockchain for Financial Services  BlockChain, Cryptography, Finance, Distributed Computing Architecture, Innovation, Network Security, Business Transformation, FinTech, Problem Solving, Security Strategy INSEAD"
Creating and Developing a Tech Startup,Ãcole Polytechnique,"[' Entrepreneurship', ' Innovation', ' Leadership and Management', ' Strategy', ' Strategy and Operations', ' Planning']",4.1,93,Mixed ,· Course ,· 1 - 3 Months,"Creating and Developing a Tech Startup  Entrepreneurship, Innovation, Leadership and Management, Strategy, Strategy and Operations, Planning Ãcole Polytechnique"
Agile with Atlassian Jira,Atlassian,"[' Agile Software Development', ' Leadership and Management', ' Planning', ' Product Development', ' Product Management', ' Project Management', ' Scrum (Software Development)', ' Software Engineering', ' Software Testing', ' Technical Product Management', ' Jira (Software)']",4.7,8400,Beginner ,· Course ,· 1 - 4 Weeks,"Agile with Atlassian Jira  Agile Software Development, Leadership and Management, Planning, Product Development, Product Management, Project Management, Scrum (Software Development), Software Engineering, Software Testing, Technical Product Management, Jira (Software) Atlassian"
How Entrepreneurs in Emerging Markets can master the Blockchain Technology,University of Cape Town,"[' BlockChain', ' Cryptography', ' Entrepreneurship']",4.6,39,Beginner ,· Course ,· 1 - 4 Weeks,"How Entrepreneurs in Emerging Markets can master the Blockchain Technology  BlockChain, Cryptography, Entrepreneurship University of Cape Town"
Marketing Digital,Universidade de SÃ£o Paulo,"[' Digital Marketing', ' Marketing', ' Customer Analysis', ' Market Analysis', ' Social Media', ' E-Commerce', ' Strategy', ' Marketing Management', ' Media Strategy & Planning', ' Product Marketing', ' Search Engine Optimization']",4.8,2100,Beginner ,· Course ,· 1 - 3 Months,"Marketing Digital  Digital Marketing, Marketing, Customer Analysis, Market Analysis, Social Media, E-Commerce, Strategy, Marketing Management, Media Strategy & Planning, Product Marketing, Search Engine Optimization Universidade de SÃ£o Paulo"
Financing for Startup Businesses,Duke University,"[' Entrepreneurial Finance', ' Finance', ' Entrepreneurship', ' Financial Analysis', ' FinTech', ' Financial Management', ' Investment Management', ' Microsoft Excel']",4.5,204,Intermediate ,· Course ,· 1 - 4 Weeks,"Financing for Startup Businesses  Entrepreneurial Finance, Finance, Entrepreneurship, Financial Analysis, FinTech, Financial Management, Investment Management, Microsoft Excel Duke University"
Innovations in Investment Technology: Artificial Intelligence,University of Michigan,"[' FinTech', ' Finance', ' Machine Learning', ' Algorithms', ' Investment Management', ' Leadership and Management', ' Risk Management', ' Decision Making', ' Statistical Analysis', ' Statistical Machine Learning']",4.7,329,Beginner ,· Course ,· 1 - 4 Weeks,"Innovations in Investment Technology: Artificial Intelligence  FinTech, Finance, Machine Learning, Algorithms, Investment Management, Leadership and Management, Risk Management, Decision Making, Statistical Analysis, Statistical Machine Learning University of Michigan"
Blockchain and Business,INSEAD,"[' BlockChain', ' FinTech', ' Finance', ' Strategy and Operations', ' Entrepreneurship', ' Contract Management', ' Human Resources', ' Leadership and Management', ' Research and Design', ' Recruitment', ' Strategy']",4.7,405,Mixed ,· Course ,· 1 - 3 Months,"Blockchain and Business  BlockChain, FinTech, Finance, Strategy and Operations, Entrepreneurship, Contract Management, Human Resources, Leadership and Management, Research and Design, Recruitment, Strategy INSEAD"
Introduction to Blockchain,Association of International Certified Professional Accountants,"[' BlockChain', ' Cryptography', ' Benefits']",4.6,163,Beginner ,· Specialization ,· 1 - 3 Months,"Introduction to Blockchain  BlockChain, Cryptography, Benefits Association of International Certified Professional Accountants"
"Information Systems Auditing, Controls and Assurance",The Hong Kong University of Science and Technology,"[' Security Engineering', ' Strategy and Operations', ' Change Management', ' Audit', ' Leadership and Management', ' Risk Management']",4.7,3200,Beginner ,· Course ,· 1 - 4 Weeks,"Information Systems Auditing, Controls and Assurance  Security Engineering, Strategy and Operations, Change Management, Audit, Leadership and Management, Risk Management The Hong Kong University of Science and Technology"
Blockchain Transformations of Financial Services,INSEAD,"[' BlockChain', ' Business Transformation', ' Finance', ' Accounting', ' FinTech', ' Financial Accounting', ' Innovation', ' Banking', ' Financial Management', ' Payments']",4.7,173,Beginner ,· Course ,· 1 - 4 Weeks,"Blockchain Transformations of Financial Services  BlockChain, Business Transformation, Finance, Accounting, FinTech, Financial Accounting, Innovation, Banking, Financial Management, Payments INSEAD"
Cryptocurrency and Blockchain: An Introduction to Digital Currencies,University of Pennsylvania,"[' BlockChain', ' FinTech', ' Finance', ' Cryptography', ' Investment Management', ' Algorithms', ' Business Transformation', ' Financial Management', ' Innovation', ' Systems Design']",4.6,1400,Mixed ,· Course ,· 1 - 4 Weeks,"Cryptocurrency and Blockchain: An Introduction to Digital Currencies  BlockChain, FinTech, Finance, Cryptography, Investment Management, Algorithms, Business Transformation, Financial Management, Innovation, Systems Design University of Pennsylvania"
Decentralized Finance (DeFi) Primitives,Duke University,"[' BlockChain', ' FinTech', ' Finance', ' Payments', ' Cryptography', ' Algorithms', ' Computational Logic', ' Contract Management', ' Regulations and Compliance']",4.9,380,Intermediate ,· Course ,· 1 - 4 Weeks,"Decentralized Finance (DeFi) Primitives  BlockChain, FinTech, Finance, Payments, Cryptography, Algorithms, Computational Logic, Contract Management, Regulations and Compliance Duke University"
Web3 and Blockchain in Global Commerce,INSEAD,"[' BlockChain', ' Finance', ' Leadership and Management', ' Cryptography', ' FinTech', ' Innovation', ' Strategy', ' Strategy and Operations', ' Business Transformation', ' Risk Management', ' System Security', ' Distributed Computing Architecture', ' Network Model', ' Network Security', ' Internet Of Things', ' Software Security']",4.7,50,Beginner ,· Specialization ,· 3 - 6 Months,"Web3 and Blockchain in Global Commerce  BlockChain, Finance, Leadership and Management, Cryptography, FinTech, Innovation, Strategy, Strategy and Operations, Business Transformation, Risk Management, System Security, Distributed Computing Architecture, Network Model, Network Security, Internet Of Things, Software Security INSEAD"
"Blockchain, Cryptoassets, and Decentralized Finance",INSEAD,"[' BlockChain', ' Cryptography', ' FinTech', ' Finance', ' Leadership and Management', ' Payments', ' System Security', ' Business Process Management', ' Business Transformation', ' Contract Management']",4.7,352,Beginner ,· Course ,· 1 - 4 Weeks,"Blockchain, Cryptoassets, and Decentralized Finance  BlockChain, Cryptography, FinTech, Finance, Leadership and Management, Payments, System Security, Business Process Management, Business Transformation, Contract Management INSEAD"
